name,location,currency,price,participants,organizer,period,invite,tags,logo_link,hackathon_link
So you think you can hack,Online,$,20000,787,Databricks,"May 18 - Jun 19, 2023",False,"Machine Learning/AI, Databases",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/480/969/datas/medium_square.png,https://databricks-hackathon-2023.devpost.com
Problem-Solving,Online,$,266,38,Microsoft Learn Student Ambassadors,"May 17 - 22, 2023",True,"Design, Mobile, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/476/071/datas/medium_square.png,https://problem-solving.devpost.com
AI SF,"San Francisco, CA, USA",$,34000,85,founders inc,"May 15 - 17, 2023",False,Open Ended,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/480/970/datas/medium_square.png,https://ai-sf.devpost.com
FHS 3rd Annual Hackathon,Online,$,2100,37,student,"May 19 - 21, 2023",False,"Beginner Friendly, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/480/942/datas/medium_square.png,https://fhs-3rd-annual-hackathon.devpost.com
Identity Wallets and Biometrics Hackathon: Reshaping Safe and Seamless Aviation,Albeda Rotterdam Airport College,€,2500,23,Airport Techology Lab (ATL),"Jun 08 - 09, 2023",False,"Cybersecurity, Mobile, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/480/814/datas/medium_square.png,https://id-wallet-biometrics-aviation.devpost.com
DEEDhacks 2023,SFU Burnaby,$CAD,1500,28,Women in Engineering SFU,"May 13, 2023",True,"Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/477/715/datas/medium_square.png,https://deedhacks-2023.devpost.com
Global Hack Week: Security,Online,$,0,245,Major League Hacking,"Jun 05 - 12, 2023",False,"Beginner Friendly, Cybersecurity, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/476/764/datas/medium_square.png,https://ghw-security-week.devpost.com
HackAIthon by Craft Ventures,Getaround Office,$,24369,201,Craft Ventures,"May 16 - 18, 2023",True,"Low/No Code, Quantum, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/476/075/datas/medium_square.jpg,https://hackaithon-by-craft-ventures.devpost.com
The Community Challenge at Connext,Connext Conference,$,0,5,Connext 2023,"May 09 - 11, 2023",True,"Education, Health, Social Good",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://community-challenge.devpost.com
SLO Hacks 2023,"San Luis Obispo, CA, USA",$,1000,89,SLO Hacks,"May 13 - 14, 2023",False,"Beginner Friendly, Cybersecurity, Fintech",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/475/969/datas/medium_square.jpg,https://slo-hacks-2023.devpost.com
Tech Solutions to Reduce Sexually Transmitted Infections,Beckman Center of the National Academies,$,10000,65,National Academies,"Jun 22 - 23, 2023",False,"Design, Health, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/474/772/datas/medium_square.png,https://sti-hackathon.devpost.com
Built Different: Account Abstraction Hackathon,Ibu Hub Harare,$,3700,6,Built Different,"Jun 24 - 25, 2023",False,"Blockchain, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/474/517/datas/medium_square.jpg,https://built-different-hackathon.devpost.com
Built Different: Account Abstraction Hackathon (Kigali),ICT Innovation Centre,$,3700,8,Built Different,"Jun 24 - 25, 2023",False,"Blockchain, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/474/719/datas/medium_square.jpg,https://built-different-kigali.devpost.com
Connect4Health via NordXDataspace at Vitalis,Vitalis (Svenska Mässan),€,1000,17,"Redpill-Linpro, MyData, RISE, iGrant.io","May 21 - 24, 2023",False,"Health, Low/No Code, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/434/007/datas/medium_square.png,https://nxd.devpost.com
Data Science Bootcamp with ChatGPT by Skill Academy,Online,₹,100,10,Skill Academy,"May 07, 2023",False,Web,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/469/856/datas/medium_square.jpg,https://data-science-bootcamp.devpost.com
SF Hacks Code Jams 2023,Online,$,0,22,SF Hacks,"May 02 - 06, 2023",False,"Beginner Friendly, Education, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/468/967/datas/medium_square.png,https://sf-hacks-code-jams-2023.devpost.com
MasseyHacks IX,Vincent Massey Secondary School,$CAD,41460,93,MasseyHacks,"May 06 - 07, 2023",False,"Beginner Friendly, Education, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/376/685/datas/medium_square.png,https://masseyhacks9.devpost.com
UI-timate,Online,$,0,54,None,"May 06 - 07, 2023",True,Design,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/469/369/datas/medium_square.png,https://ui-timate.devpost.com
Hack-a-Run,Chennai,₹,0,16,papyrus,"May 03 - 04, 2023",False,Beginner Friendly,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/469/451/datas/medium_square.jpg,https://hack-a-run.devpost.com
HackOnChain Blockchain Hackathon,Online,$,28000,84,HackOnChain,"May 26 - 28, 2023",False,"Blockchain, Beginner Friendly, Low/No Code",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/463/340/datas/medium_square.png,https://hackonchain-warsaw.devpost.com
Global Hack Week: Games,Online,$,0,299,Major League Hacking,"May 01 - 08, 2023",False,"Beginner Friendly, Gaming, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/459/894/datas/medium_square.png,https://global-hack-week-games.devpost.com
MATLAB Hackathon Uniroma2,Engineering Teaching Building,€,400,18,Mathworks,"May 13, 2023",False,"Education, Health, Mobile",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/459/586/datas/medium_square.png,https://matlab-hackathon-uniroma2.devpost.com
LaGuardia CC Hackathon 2023,LaGuardia Community College,$,0,32,RHEC at LAGCC,"May 05 - 07, 2023",True,"Beginner Friendly, Design, Education",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/458/728/datas/medium_square.png,https://laguardia-cc-hackathon-2023.devpost.com
The Hackafest,Chennai,$,1,22,HackMHS,"Apr 26 - 28, 2023",False,"Beginner Friendly, Machine Learning/AI, Productivity",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://the-hackafest.devpost.com
UNIR HACK,42 Madrid,$,1000,55,IBM Watson,"Apr 25 - May 07, 2023",True,Social Good,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/463/432/datas/medium_square.jpg,https://unir-hack.devpost.com
HBAP 2023 Pitch Competition Finals,Online,$,500,17,HBS Online,"May 31 - Jun 02, 2023",True,"Beginner Friendly, Education, Machine Learning/AI",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://hbap-2023-pitch-comp-finals.devpost.com
Botim Ultra App Launch Hackathon,Museum of the Future,$,4901,9,BOLT Consultancy,"Apr 24 - 30, 2023",False,"Fintech, Health, Mobile",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://botim-ultra-app-hackathon.devpost.com
Geaux Hack the Globe,Online,$,700,14,Women in Computer Science,"Apr 23, 2023",True,"Beginner Friendly, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/462/268/datas/medium_square.png,https://geaux-hack-the-globe.devpost.com
HackPNW Summer,Northeastern University - Seattle,$,1095,135,HackPNW Team,"Jun 03 - 04, 2023",False,"Beginner Friendly, Design, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/463/081/datas/medium_square.png,https://hackpnw-summer.devpost.com
MarinaHacks 2023,"Long Beach, CA, USA",$,1160,34,CSULB Women in Computing,"Apr 22 - 23, 2023",True,"Beginner Friendly, Music/Art, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/457/236/datas/medium_square.png,https://marinahacks-2023.devpost.com
A Better World Hackathon,MakeHaven,$,500,18,makehaven,"May 19 - 21, 2023",False,"IoT, Machine Learning/AI, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/459/704/datas/medium_square.png,https://a-better-world-hackathon.devpost.com
HackMIT,"Cambridge, MA, USA",$,20,55,HackMIT,"Apr 19, 2023",False,Web,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://hackmit-2023.devpost.com
SMU Blockchain Club x Cartesi Hackathon,Dallas,$,0,5,SMU Blockchain Club,"Apr 22, 2023",False,"Beginner Friendly, Blockchain, Open Ended",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://smu-cartesi.devpost.com
KnightHacks Projects Program Spring 2023,Online,$,500,29,Knight Hacks,"Apr 18 - 21, 2023",True,Beginner Friendly,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://kh-projects-spring-2023.devpost.com
MaHack,"Milton, MA, USA",$,1,2,Milton,"Apr 18, 2023",True,Music/Art,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/458/675/datas/medium_square.jpeg,https://mahack.devpost.com
Georgia Tech iOS Club Demo Day 2023,"Atlanta, GA, USA",$,1000,24,Georgia Tech iOS Club,"Apr 17 - 20, 2023",True,Mobile,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/458/038/datas/medium_square.png,https://gt-ios-demo-day-2023.devpost.com
Beaver Hacks Spring 2023,Online,$,150,67,Oregon State University Hackathon Club,"May 19 - 21, 2023",True,"Machine Learning/AI, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/458/010/datas/medium_square.png,https://beaver-hacks-spring-2023.devpost.com
ESE5160 Spring 2023,"Philadelphia, PA, USA",$,0,47,Upenn,"Apr 18 - May 10, 2023",True,IoT,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/458/207/datas/medium_square.png,https://ese5160-spring-2023.devpost.com
DragonHacks 2023,Bossone Research Enterprise Center,$,3750,80,Drexel IEEE,"Apr 29 - 30, 2023",False,"Beginner Friendly, Health, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/452/779/datas/medium_square.jpeg,https://dragonhacks-2023.devpost.com
Challenge One,Zurich,$,2500,7,Analytics Club at ETH,"May 05 - 07, 2023",True,Machine Learning/AI,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://datathon-challenge-one.devpost.com
Challenge Two,Zurich,$,2500,3,Analytics Club at ETH,"May 05 - 07, 2023",True,Machine Learning/AI,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://datathon-challenge-two.devpost.com
Challenge Three,Zurich,$,2500,4,Analytics Club at ETH,"May 05 - 07, 2023",True,Machine Learning/AI,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://datathon-challenge-three.devpost.com
CuseHacks Beta 2023,Syracuse,$,562,31,Innovate Orange,"Apr 16, 2023",False,"Beginner Friendly, Gaming, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/451/277/datas/medium_square.png,https://cusehacks-beta-2023.devpost.com
SPARKS Designathon 2023,Online,$,40,49,Wellesley in Product,"Apr 14 - 16, 2023",False,"Communication, Design, Mobile",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://sparks-designathon-2023.devpost.com
ImpactAI,Chennai,₹,0,249,"Aaruush, SRMIST","Apr 14 - 23, 2023",False,Machine Learning/AI,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/442/231/datas/medium_square.png,https://aaruush-impact-ai.devpost.com
Illinois Design Challenge 2023,Campus Instructional Facility,$,1800,27,Illinois Design Challenge,"Apr 14 - 16, 2023",True,"Design, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/449/416/datas/medium_square.png,https://illinois-design-challenge-2023.devpost.com
HackTCNJ 2023,TCNJ - Brower Student Center,$,1300,76,TCNJ,"Apr 15 - 16, 2023",False,"Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/440/027/datas/medium_square.PNG,https://hacktcnj-2023.devpost.com
Pangea Securathon,Online,$,9550,348,pangea.cloud,"Apr 14 - Jun 11, 2023",False,"Cybersecurity, Beginner Friendly, Enterprise",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/432/555/datas/medium_square.png,https://pangea-securathon.devpost.com
Hack-AI,Streamline Social,$,7500,82,Berri AI,"Apr 14 - 15, 2023",False,"Beginner Friendly, DevOps, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/449/294/datas/medium_square.jpg,https://hack-ai.devpost.com
Hack on the Hill,PVNet at the famous Promenade PV Mall,$,3650,10,PVNet,"Apr 29 - 30, 2023",False,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/443/868/datas/medium_square.png,https://hack-on-the-hill.devpost.com
Game of Learners Season IV,Online,$,0,76,Microsoft ADC,"Apr 13 - 16, 2023",True,Health,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/456/770/datas/medium_square.jpg,https://gol-season-iv.devpost.com
TUM.ai Makeathon April 2023,Department EI at TUM Campus Garching,€,6000,135,TUM.ai,"Apr 28 - 30, 2023",True,Machine Learning/AI,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/432/566/datas/medium_square.png,https://tum-ai-makeathon-2023.devpost.com
Code White | Spartan Hackers,Online,$,375,22,Spartan Hackers,"Apr 12 - 20, 2023",True,"Beginner Friendly, Cybersecurity, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/449/796/datas/medium_square.png,https://code-white-spartan-hackers.devpost.com
Great Valley High School GUI Challenge,Online,$,25,33,Great Valley,"Apr 15 - Jun 10, 2023",True,Beginner Friendly,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://great-valley-gui-challenge.devpost.com
Elev8,Online,$,4000,18,People of Programming,"May 05 - 07, 2023",False,"Education, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/449/743/datas/medium_square.png,https://elev8.devpost.com
HackAI Camp,Online,$,0,81,AI Camp Inc,"May 27 - 28, 2023",False,"Beginner Friendly, Machine Learning/AI, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/449/376/datas/medium_square.png,https://hackaicamp.devpost.com
Equali-Hack Spring 2023,Online,$,0,40,EqualiHack,"Apr 19 - May 19, 2023",False,"Open Ended, Social Good, Low/No Code",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/357/741/datas/medium_square.png,https://equali-hack-spring-2023.devpost.com
J On The Beach Hackathon,Palacio de Ferias y Congresos,€,1150,18,J On The Beach,"Apr 11 - May 07, 2023",False,Machine Learning/AI,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/449/146/datas/medium_square.jpg,https://intersystems-hackathon.devpost.com
Finathon,Prince Sultan University Building 104,$,20001,27,Prince Sultan University,"Apr 10 - May 07, 2023",False,"Blockchain, Design, Fintech",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/448/373/datas/medium_square.png,https://finathon.devpost.com
Square Developer Hackathon 2023,Online,$,81000,1342,Square,"Apr 10 - Jun 06, 2023",False,"E-commerce/Retail, Fintech, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/442/167/datas/medium_square.png,https://square2023.devpost.com
DemoHACATHONTEST12,Online,$,122220,3,education,"Apr 09, 2023",True,"Fintech, Gaming, Health",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://demohacathontest12-18077.devpost.com
2023 APEC App Challenge,Online,$,12000,200,The Asia Foundation,"May 20 - 30, 2023",False,"E-commerce/Retail, Enterprise, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/441/181/datas/medium_square.png,https://2023-apec-app-challenge.devpost.com
Ardsley Hacks 2023,Ardsley High School,$,0,3,Ardsley High School,"May 21, 2023",True,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/443/182/datas/medium_square.jpg,https://ardsley-hacks-2023.devpost.com
Carolina Hacks,Spartanburg County Library - Teen Room,$,0,3,Carolina Hacks,"Apr 22, 2023",False,"Mobile, Open Ended, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/442/136/datas/medium_square.png,https://carolina-hacks.devpost.com
Gen AI Hackathon,Contlo,₹,200000,16,contlo,"Apr 14 - 16, 2023",False,Machine Learning/AI,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/442/152/datas/medium_square.png,https://gen-ai-hackathon.devpost.com
SparkHacks at UIC,Student Center East - UIC,$,2060,88,University of Illinois Chicago,"Apr 07 - 08, 2023",True,"Beginner Friendly, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/442/767/datas/medium_square.png,https://sparkhacks-at-uic.devpost.com
SWEHacks '23,Husky Union Building South Ballroom,$,0,68,UW SWE Chaper,"Apr 08 - 09, 2023",False,"Beginner Friendly, Design, Low/No Code",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/376/194/datas/medium_square.png,https://swehacks-23.devpost.com
CavHack,W. T. Woodson High School,$,350,9,Woodson Cybersecurity and Robotics,"Apr 06 - 16, 2023",True,"Beginner Friendly, Education, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/424/064/datas/medium_square.png,https://cavhack-2023.devpost.com
hackMISSO Spring 2023,Online,$,600,46,MISSO,"Apr 07 - 09, 2023",True,"Beginner Friendly, Design, Low/No Code",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/441/671/datas/medium_square.png,https://hackmisso-sp2023.devpost.com
People Tech Presents TechHack Hackathon,Online,₹,500000,191,People Tech Group,"Apr 06 - 30, 2023",False,"Enterprise, Mobile",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/404/749/datas/medium_square.png,https://techhack-hackathon.devpost.com
University of Bridgeport Hackathon,Online,$,2700,24,University of Bridgeport,"Apr 14 - 16, 2023",False,"E-commerce/Retail, Enterprise, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/420/967/datas/medium_square.png,https://bpt-hackathon.devpost.com
Brown Deep Learning Day Spring 2023,Online,$,0,213,Brown University,"Apr 05 - May 12, 2023",True,Machine Learning/AI,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://brown-deep-learning-day-s23.devpost.com
ImmerseGT,Online,$,20000,135,georgia tech,"Apr 07 - 09, 2023",False,"AR/VR, Beginner Friendly",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/418/616/datas/medium_square.png,https://immersegt.devpost.com
5th Annual hackMHS,Martin High School Cafeteria,$,2235,39,Martin High School Computer Science Club,"Apr 22 - 23, 2023",True,"Social Good, Voice skills, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/393/704/datas/medium_square.jpg,https://5th-annual-hackmhs.devpost.com
QuackHacks Spring 2023,Talley Student Union Room 3222,$,120,9,Quantum Information Club at NC State,"Apr 02, 2023",True,"Open Ended, Quantum",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/437/683/datas/medium_square.png,https://quackhacks-spring-2023.devpost.com
H,"Chennai, India",₹,0,10,SRM Institute of Science and Technology,"Apr 05 - 07, 2023",True,"Design, Mobile, Web",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://hackatoge.devpost.com
Quackathon 2023,Queen Mother Building,£,0,3,Dundee University Computing Society,"Apr 02, 2023",False,Open Ended,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/430/187/datas/medium_square.png,https://quackathon-2023.devpost.com
